TP,Add_to_black_list,FP,Search_problem,candidate,ADJ,count_nct,is_mab,is_therapy,sentence,sents,_ids,link_to_ct_gov
,,,,mtap,FALSE,1,FALSE,FALSE,A Phase II Trial to Evaluate Combination Therapy With Pemetrexed and Avelumab in Previously Treated Patients With MTAP-Deficient Advanced Urothelial Cancer.,"{'A Phase II Trial to Evaluate Combination Therapy With Pemetrexed and Avelumab in Previously Treated Patients With MTAP-Deficient Advanced Urothelial Cancer.', 'This phase II trial studies how well pemetrexed and avelumab work in treating patients with MTAP-deficient urothelial cancer that has spread to other places in the body.'}",{'NCT03744793'},NCT03744793
,,,,zsp1602,FALSE,1,FALSE,FALSE,"The purpose of this study is to evaluate the safety, tolerability and pharmacokinetics, and determine the maximum tolerated dose of ZSP1602 in participants with basal cell carcinoma, adenocarcinoma of esophagogastric junction, small cell lung cancer, neuroendocrine neoplasm and other advanced solid tumors","{'The purpose of this study is to evaluate the safety, tolerability and pharmacokinetics, and determine the maximum tolerated dose of ZSP1602 in participants with basal cell carcinoma, adenocarcinoma of esophagogastric junction, small cell lung cancer, neuroendocrine neoplasm and other advanced solid tumors', 'A Phase 1, Open-Label, Dose-Escalation and Expansion, Safety and Tolerability Study of ZSP1602 in Participants With Advanced Solid Tumors.'}",{'NCT03734913'},NCT03734913
,,,,ga-dotatate,FALSE,1,FALSE,FALSE,"The researchers are trying to evaluate a newer imaging technique (Ga-DOTATATE PET/CT) to see if it is more sensitive to localize the source of the hormone, which has caused the low phosphate levels","{'The researchers are trying to evaluate a newer imaging technique (Ga-DOTATATE PET/CT) to see if it is more sensitive to localize the source of the hormone, which has caused the low phosphate levels'}",{'NCT03736564'},NCT03736564
,,,,kcz,FALSE,1,FALSE,FALSE,"A small cohort of recurrent HGG patients will receive either a single-, or repeated, steady state dose of either KCZ or PCZ and will then go for surgery where drug concentrations will be measured intraoperatively.","{'A small cohort of recurrent HGG patients will receive either a single-, or repeated, steady state dose of either KCZ or PCZ and will then go for surgery where drug concentrations will be measured intraoperatively.', 'We would like to translate these preclinical findings into the clinical setting by implementing a proof-of biological concept study with two azole drugs: ketoconazole (KCZ) and posaconazole (PCZ).'}",{'NCT03763396'},NCT03763396
,,,,hmpl-689,FALSE,1,FALSE,FALSE,"An open-label, dose escalation and expansion clinical trial to evaluate the safety, tolerability and PK of HMPL-689 in patients with relapsed or refractory lymphomas","{'An open-label, dose escalation and expansion clinical trial to evaluate the safety, tolerability and PK of HMPL-689 in patients with relapsed or refractory lymphomas', 'A Phase 1, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of HMPL-689 in Patients With Relapsed or Refractory Lymphoma.'}",{'NCT03786926'},NCT03786926
,,,,th-138,FALSE,1,FALSE,FALSE,"TH-138: Phase II Randomized Trial of Carboplatin + Pemetrexed + Bevacizumab, With or Without Atezolizumab in Stage IV Non-squamous NSCLC Patients Who Harbor a Sensitizing EGFR Mutation or Have Never Smoked.","{'TH-138: Phase II Randomized Trial of Carboplatin + Pemetrexed + Bevacizumab, With or Without Atezolizumab in Stage IV Non-squamous NSCLC Patients Who Harbor a Sensitizing EGFR Mutation or Have Never Smoked.'}",{'NCT03786692'},NCT03786692
,,,,atezolozumab,FALSE,1,TRUE,FALSE,"Thus, this study combines immunotherapeutic agent atezolozumab with an ant-angiogenic agent, bevacizumab, and double platinum therapy (carboplatin and pemetrexed)","{'Thus, this study combines immunotherapeutic agent atezolozumab with an ant-angiogenic agent, bevacizumab, and double platinum therapy (carboplatin and pemetrexed)'}",{'NCT03786692'},NCT03786692
,,,,2-hydroxy-n-(4-hydroxyphenyl)-benzamide,FALSE,1,FALSE,FALSE,"This study aims to evaluate the safety and efficacy of a traditional cholagogue drug osalmid, 2-hydroxy-N-(4-hydroxyphenyl)-benzamide, in the treatment of multiple myeloma (MM)","{'This study aims to evaluate the safety and efficacy of a traditional cholagogue drug osalmid, 2-hydroxy-N-(4-hydroxyphenyl)-benzamide, in the treatment of multiple myeloma (MM)'}",{'NCT03670173'},NCT03670173
,,,,mn-166,FALSE,1,FALSE,FALSE,Evaluate safety and tolerability of ibudilast (MN-166) and TMZ combination treatment for 1 cycle (28 days); determine dosage in dose-finding study.,"{'Evaluate safety and tolerability of ibudilast (MN-166) and TMZ combination treatment for 1 cycle (28 days); determine dosage in dose-finding study.', 'Part 2 will evaluate efficacy of fixed-dose MN-166 (ibudilast) and TMZ combination treatment for 6 cycles (~6 months) until disease progression, unacceptable tolerability and/or toxicity or loss of life', 'Phase 1b/2a Multi-center, Open-label, Dose Escalation Study to Evaluate the Safety, Tolerability, and Efficacy of MN-166 (Ibudilast) and Temozolomide Combination Treatment in Patients With Newly Diagnosed or Recurrent Glioblastoma.', 'Part 1 is an open-label, single-arm, dose escalation study of MN-166 (ibudilast) and temozolomide (TMZ) combination treatment.'}",{'NCT03782415'},NCT03782415
,,,,ibudilast,FALSE,1,FALSE,FALSE,"Part 2 will evaluate efficacy of fixed-dose MN-166 (ibudilast) and TMZ combination treatment for 6 cycles (~6 months) until disease progression, unacceptable tolerability and/or toxicity or loss of life","{'Part 2 will evaluate efficacy of fixed-dose MN-166 (ibudilast) and TMZ combination treatment for 6 cycles (~6 months) until disease progression, unacceptable tolerability and/or toxicity or loss of life', 'Evaluate safety and tolerability of ibudilast (MN-166) and TMZ combination treatment for 1 cycle (28 days); determine dosage in dose-finding study.', 'Phase 1b/2a Multi-center, Open-label, Dose Escalation Study to Evaluate the Safety, Tolerability, and Efficacy of MN-166 (Ibudilast) and Temozolomide Combination Treatment in Patients With Newly Diagnosed or Recurrent Glioblastoma.', 'Part 1 is an open-label, single-arm, dose escalation study of MN-166 (ibudilast) and temozolomide (TMZ) combination treatment.'}",{'NCT03782415'},NCT03782415
,,,,radspherin®,FALSE,1,FALSE,FALSE,"Each subject will be followed until disease progression (in the abdominal cavity), or for 12 months after the administration of Radspherin® (whichever comes first)","{'Each subject will be followed until disease progression (in the abdominal cavity), or for 12 months after the administration of Radspherin® (whichever comes first)'}",{'NCT03732768'},NCT03732768
,,,,edp1503,FALSE,1,FALSE,FALSE,"A Phase I/II Open-label Study of EDP1503 Alone and in Combination With Pembrolizumab in Patients With Advanced Metastatic Colorectal Carcinoma, Triple-negative Breast Cancer, and Checkpoint Inhibitor Relapsed Tumors.","{'A Phase I/II Open-label Study of EDP1503 Alone and in Combination With Pembrolizumab in Patients With Advanced Metastatic Colorectal Carcinoma, Triple-negative Breast Cancer, and Checkpoint Inhibitor Relapsed Tumors.', 'This study is being conducted to assess the safety, tolerability, and efficacy of EDP1503 alone and in combination with pembrolizumab in patients with advanced metastatic colorectal carcinoma, triple-negative breast cancer, and checkpoint inhibitor relapsed tumors'}",{'NCT03775850'},NCT03775850
,,,,mmy2004,FALSE,1,FALSE,FALSE,"Given this potential, and based upon the initial safety and efficacy observed in the ongoing Phase 2 Study MMY2004, as well as continued positive results with daratumumab in various disease settings and combination regimens, this Phase 3 study is designed to demonstrate improved outcomes for patients treated with daratumumab+VRd.","{'Given this potential, and based upon the initial safety and efficacy observed in the ongoing Phase 2 Study MMY2004, as well as continued positive results with daratumumab in various disease settings and combination regimens, this Phase 3 study is designed to demonstrate improved outcomes for patients treated with daratumumab+VRd.'}",{'NCT03710603'},NCT03710603
,,,,s65487,FALSE,1,FALSE,FALSE,"Phase I, Open Label, Non-randomised, Non-comparative, Multi-center Study, Evaluating S65487, a Bcl-2 Inhibitor Intravenously Administered, in Patients With Relapse or Refractory Acute Myeloid Leukemia, Non Hodgkin Lymphoma or Multiple Myeloma.","{'Phase I, Open Label, Non-randomised, Non-comparative, Multi-center Study, Evaluating S65487, a Bcl-2 Inhibitor Intravenously Administered, in Patients With Relapse or Refractory Acute Myeloid Leukemia, Non Hodgkin Lymphoma or Multiple Myeloma.', 'The purpose of this first in human study is to assess safety, tolerability, Pharmacokinetic (PK) and preliminary clinical activity and to estimate the Maximum Tolerated Doses (MTD(s))/ Recommended Phase 2 Doses (RP2D(s)) of S65487 as single agent administered intravenously (i.v.) in adult patients with refractory or relapsed Acute Myeloid Leukemia (AML), Non-Hodgkin Lymphoma (NHL) or Multiple Myeloma (MM)'}",{'NCT03755154'},NCT03755154
,,,,oc,FALSE,1,FALSE,FALSE,The second and third year will develop and test the PSCP-OC intervention.,{'The second and third year will develop and test the PSCP-OC intervention.'},{'NCT04214912'},NCT04214912
,,,,dhea,FALSE,1,FALSE,FALSE,"Effect of Intravaginal Prasterone (DHEA) on Moderate to Severe Symptoms of Vulvovaginal Atrophy Due to Menopause, in Women Under Treatment With an Aromatase Inhibitor for Breast Cancer - (Placebo-Controlled, Double Blind and Randomized Phase III Study).","{'Effect of Intravaginal Prasterone (DHEA) on Moderate to Severe Symptoms of Vulvovaginal Atrophy Due to Menopause, in Women Under Treatment With an Aromatase Inhibitor for Breast Cancer - (Placebo-Controlled, Double Blind and Randomized Phase III Study).', 'The purpose of this study is to confirm the efficacy of intravaginal prasterone (DHEA) on moderate to severe (MS) and most bothersome symptoms (MBS) of vulvovaginal atrophy (VVA) due to natural, surgical or treatment-induced menopause, in women with breast cancer who are under treatment with an aromatase inhibitor'}",{'NCT03740945'},NCT03740945
,,,,ast-008,FALSE,1,FALSE,FALSE,"This is a phase 1b/2, open-label, multicenter trial designed to evaluate the safety, tolerability, pharmacokinetics, pharmacodynamics and preliminary efficacy of intratumoral AST-008 injections alone and in combination with intravenous pembrolizumab or cemiplimab in patients with advanced solid tumors.","{'This is a phase 1b/2, open-label, multicenter trial designed to evaluate the safety, tolerability, pharmacokinetics, pharmacodynamics and preliminary efficacy of intratumoral AST-008 injections alone and in combination with intravenous pembrolizumab or cemiplimab in patients with advanced solid tumors.', 'Patients in the MCC cohort will receive IT AST-008 combined with a fixed, standard dose of pembrolizumab while the CSCC cohort will receive IT AST-008 combined with a fixed, standard dose of cemiplimab.', 'Phase 1b of this trial is a 3+3 dose escalation study evaluating escalating or intermediate dose levels of AST-008 given with a fixed dose of pembrolizumab.'}",{'NCT03684785'},NCT03684785
,,,,promensil,FALSE,1,FALSE,FALSE,A prospective double-blind randomized trial of red clover extract (Promensil) vs placebo in surgically-treated premenopausal women with estrogen receptor-positive breast cancer taking tamoxifen,{'A prospective double-blind randomized trial of red clover extract (Promensil) vs placebo in surgically-treated premenopausal women with estrogen receptor-positive breast cancer taking tamoxifen'},{'NCT03844685'},NCT03844685
,,,,red clover extract,FALSE,1,FALSE,FALSE,A prospective double-blind randomized trial of red clover extract (Promensil) vs placebo in surgically-treated premenopausal women with estrogen receptor-positive breast cancer taking tamoxifen,{'A prospective double-blind randomized trial of red clover extract (Promensil) vs placebo in surgically-treated premenopausal women with estrogen receptor-positive breast cancer taking tamoxifen'},{'NCT03844685'},NCT03844685
,,,,hg146,FALSE,1,FALSE,FALSE,This study is designed to evaluate the tolerability and safety of HG146 capsule in patients with multiple myeloma,"{'This study is designed to evaluate the tolerability and safety of HG146 capsule in patients with multiple myeloma', 'A Phase I Study of Single-centre, Open-label Clinical Trial to Evaluate HG146 Capsule in the Treatment of Relapsed and Refractory Multiple Myeloma.'}",{'NCT03710915'},NCT03710915
,,,,mfolfox,FALSE,1,FALSE,FALSE,"This is a Phase 1/1b, open-label, dose-escalation, and dose-expansion study to evaluate the safety, tolerability, pharmacokinetic (PK), pharmacodynamic (PD), and clinical activity of AB928 in combination with mFOLFOX in participants with advanced metastatic gastroesophageal Cancer (GEC) or colorectal cancer (CRC)","{'This is a Phase 1/1b, open-label, dose-escalation, and dose-expansion study to evaluate the safety, tolerability, pharmacokinetic (PK), pharmacodynamic (PD), and clinical activity of AB928 in combination with mFOLFOX in participants with advanced metastatic gastroesophageal Cancer (GEC) or colorectal cancer (CRC)'}",{'NCT03720678'},NCT03720678
,,,,sodium fluorescein,FALSE,1,FALSE,FALSE,"Sodium fluorescein, which has been shown to be useful for intraoperative guidance regarding the resection of adult neurosurgical tumors, can aid the resection of pediatric neurosurgical tumors","{'Sodium fluorescein, which has been shown to be useful for intraoperative guidance regarding the resection of adult neurosurgical tumors, can aid the resection of pediatric neurosurgical tumors', 'Sodium Fluorescein-Guided Resection of Pediatric Neurosurgical Tumors.'}",{'NCT03752203'},NCT03752203
,,,,pepinemab,FALSE,1,TRUE,FALSE,This pilot phase I trial studies how well VX15/2503 (pepinemab) with or without ipilimumab and/or nivolumab work in treating participants with stage IIIB-D melanoma that can be removed by surgery.,{'This pilot phase I trial studies how well VX15/2503 (pepinemab) with or without ipilimumab and/or nivolumab work in treating participants with stage IIIB-D melanoma that can be removed by surgery.'},{'NCT03769155'},NCT03769155
,,,,tomivosertib,FALSE,1,FALSE,FALSE,A Phase 2 Non-randomized Open-label Study Examining the Effect of Tomivosertib (eFT508) in Patients With Advanced Castrate-resistant Prostate Cancer (CRPC).,"{'A Phase 2 Non-randomized Open-label Study Examining the Effect of Tomivosertib (eFT508) in Patients With Advanced Castrate-resistant Prostate Cancer (CRPC).', 'An Open-label Study Examining the Effect of tomivosertib (eFT508) in Patients with Advanced Castrate-resistant Prostate Cancer (CRPC)', 'This Phase 2 Open-label Study examines the efficacy, safety, tolerability, and pharmacokinetics (PK) of tomivosertib (eFT508) in Patients with advanced CRPC.'}",{'NCT03690141'},NCT03690141
,,,,docetaxel，oxaliplatin,FALSE,1,FALSE,FALSE,The aim is to compare neoadjuvant chemotherapy of Docetaxel，Oxaliplatin combined with S-1(DOS) versus Oxaliplatin combined with S-1(SOX) in locally advanced gastric adenocarcinoma,"{'The aim is to compare neoadjuvant chemotherapy of Docetaxel，Oxaliplatin combined with S-1(DOS) versus Oxaliplatin combined with S-1(SOX) in locally advanced gastric adenocarcinoma', 'A Randomized, Multicenter, Controlled, Adaptive II/III Study to Compare Neoadjuvant Chemotherapy of Docetaxel，Oxaliplatin Combined With S-1(DOS) Versus Oxaliplatin Combined With S-1(SOX)in Locally Advanced Gastric Adenocarcinoma (RESOLVE-2 Study).'}",{'NCT03691454'},NCT03691454
,,,,dos,FALSE,1,FALSE,FALSE,"A Randomized, Multicenter, Controlled, Adaptive II/III Study to Compare Neoadjuvant Chemotherapy of Docetaxel，Oxaliplatin Combined With S-1(DOS) Versus Oxaliplatin Combined With S-1(SOX)in Locally Advanced Gastric Adenocarcinoma (RESOLVE-2 Study).","{'A Randomized, Multicenter, Controlled, Adaptive II/III Study to Compare Neoadjuvant Chemotherapy of Docetaxel，Oxaliplatin Combined With S-1(DOS) Versus Oxaliplatin Combined With S-1(SOX)in Locally Advanced Gastric Adenocarcinoma (RESOLVE-2 Study).'}",{'NCT03691454'},NCT03691454
,,,,osalmid,FALSE,1,FALSE,FALSE,"This study aims to evaluate the safety and efficacy of a traditional cholagogue drug osalmid, 2-hydroxy-N-(4-hydroxyphenyl)-benzamide, in the treatment of multiple myeloma (MM)","{'This study aims to evaluate the safety and efficacy of a traditional cholagogue drug osalmid, 2-hydroxy-N-(4-hydroxyphenyl)-benzamide, in the treatment of multiple myeloma (MM)', 'Safety and Efficacy Assessments of Osalmid in the Treatment of Multiple Myeloma.'}",{'NCT03670173'},NCT03670173
,,,,prasterone,FALSE,1,FALSE,FALSE,"Effect of Intravaginal Prasterone (DHEA) on Moderate to Severe Symptoms of Vulvovaginal Atrophy Due to Menopause, in Women Under Treatment With an Aromatase Inhibitor for Breast Cancer - (Placebo-Controlled, Double Blind and Randomized Phase III Study).","{'Effect of Intravaginal Prasterone (DHEA) on Moderate to Severe Symptoms of Vulvovaginal Atrophy Due to Menopause, in Women Under Treatment With an Aromatase Inhibitor for Breast Cancer - (Placebo-Controlled, Double Blind and Randomized Phase III Study).', 'The purpose of this study is to confirm the efficacy of intravaginal prasterone (DHEA) on moderate to severe (MS) and most bothersome symptoms (MBS) of vulvovaginal atrophy (VVA) due to natural, surgical or treatment-induced menopause, in women with breast cancer who are under treatment with an aromatase inhibitor'}",{'NCT03740945'},NCT03740945
,,,,ssri,FALSE,1,FALSE,FALSE,Changes in cognition and evaluation of psychosocial factors from baseline to after 17 weeks of treatment with SSRI study drug will be calculated,{'Changes in cognition and evaluation of psychosocial factors from baseline to after 17 weeks of treatment with SSRI study drug will be calculated'},{'NCT03728673'},NCT03728673
,,,,escitalopram,FALSE,1,FALSE,FALSE,A Pilot Study Utilizing Escitalopram to Address Cognitive Dysfunction in Glioma Patients.,{'A Pilot Study Utilizing Escitalopram to Address Cognitive Dysfunction in Glioma Patients.'},{'NCT03728673'},NCT03728673
,,,,d-cik,FALSE,1,FALSE,FALSE,"Phase II clinical trial to investigate the safety, clinical activity and toxicity of combinations of D-CIK and low dose anti-PD-1 antibody in patients with metastatic renal cell carcinoma treated with axitinib","{'Phase II clinical trial to investigate the safety, clinical activity and toxicity of combinations of D-CIK and low dose anti-PD-1 antibody in patients with metastatic renal cell carcinoma treated with axitinib'}",{'NCT03736330'},NCT03736330
,,,,ibi101,FALSE,1,FALSE,FALSE,Phase Ia/Ib Trial to Evaluate the Tolerability and Safety of IBI101 Monotherapy or in Combination With Sintilimab in Advanced Solid Tumor Patients.,"{'Phase Ia/Ib Trial to Evaluate the Tolerability and Safety of IBI101 Monotherapy or in Combination With Sintilimab in Advanced Solid Tumor Patients.', 'Phase 1a/1b Trial to evaluate the tolerability and safety of IBI101 monotherapy or in combination with Sintilimab in advanced solid tumor patients'}",{'NCT03758001'},NCT03758001
,,,,[90]yttrium-dotatoc,FALSE,1,FALSE,FALSE,This is a safety study to determine the phase 1 starting dose of [90]Yttrium-DOTATOC when it is administered intravenously for patients with neuroendocrine tumors that have spread to the liver,{'This is a safety study to determine the phase 1 starting dose of [90]Yttrium-DOTATOC when it is administered intravenously for patients with neuroendocrine tumors that have spread to the liver'},{'NCT03724409'},NCT03724409
,,,,jiangsu hengrui,FALSE,1,FALSE,FALSE,"In order to search for effective and low toxicity anti-tumor angiogenesis drugs, jiangsu hengrui pharmaceutical co., ltd.","{'In order to search for effective and low toxicity anti-tumor angiogenesis drugs, jiangsu hengrui pharmaceutical co., ltd.'}",{'NCT03725423'},NCT03725423
,,,,carbopatin,FALSE,1,FALSE,FALSE,"The Efficacy and Safety of Apatinib Combined With Paclitaxel and Carbopatin Intensive Regimen in Neoadjuvant Therapy for Locally Advanced Triple-negative Breast Cancer :Single Arm, Phase II Clinical Trail.","{'The Efficacy and Safety of Apatinib Combined With Paclitaxel and Carbopatin Intensive Regimen in Neoadjuvant Therapy for Locally Advanced Triple-negative Breast Cancer :Single Arm, Phase II Clinical Trail.', 'The purpose of this study is to assess the efficacy and safety of Apatinib Combined With Paclitaxel and Carbopatin Intensive Regimen in Neoadjuvant Therapy for Locally Advanced Triple-negative Breast patients'}",{'NCT03735082'},NCT03735082
,,,,bc-819,FALSE,1,FALSE,FALSE,"This study, BC-819-18-204, is a Phase 2, open-label, monotherapy, single-arm, multicenter clinical trial of BC-819 (inodiftagene vixteplasmid) in patients with NMIBC adequately treated with Bacillus Calmette-Guerin (BCG) whose disease is BCG unresponsive according to the US Food and Drug Administration (FDA) guidance","{'This study, BC-819-18-204, is a Phase 2, open-label, monotherapy, single-arm, multicenter clinical trial of BC-819 (inodiftagene vixteplasmid) in patients with NMIBC adequately treated with Bacillus Calmette-Guerin (BCG) whose disease is BCG unresponsive according to the US Food and Drug Administration (FDA) guidance', 'A Phase 2 Study of BC-819 in Patients With Non-Muscle Invasive Bladder Cancer Whose Disease is Unresponsive to Bacillus Calmette-Guerin.'}",{'NCT03719300'},NCT03719300
,,,,68ga-dotatate,FALSE,1,FALSE,FALSE,68Ga-DOTATATE PET for Localization of Phosphaturic Mesenchymal Tumors in Patients With Tumor Induced Osteomalacia.,{'68Ga-DOTATATE PET for Localization of Phosphaturic Mesenchymal Tumors in Patients With Tumor Induced Osteomalacia.'},{'NCT03736564'},NCT03736564
,,,,chantix,FALSE,1,FALSE,FALSE,"Varenicline (sometimes called Chantix), is a prescription medication approved by the US FDA.","{'Varenicline (sometimes called Chantix), is a prescription medication approved by the US FDA.'}",{'NCT03742154'},NCT03742154
,,,,varenicline,FALSE,1,FALSE,FALSE,Many studies show that use of varenicline can help smokers quit smoking.,"{'Many studies show that use of varenicline can help smokers quit smoking.', 'Varenicline (sometimes called Chantix), is a prescription medication approved by the US FDA.', 'This study examines a different way to deliver varenicline, delivered directly to participants for a few weeks, and without need to see a doctor.', 'The purpose of this study is to learn what happens when people are given a free, 4-week, sample of varenicline, a smoking cessation medication.', 'Investigators will look at quit attempts, changes in smoking, and attitude towards varenicline, in both smokers who want to quit and those who do not.', 'This method is called ""varenicline sampling.', 'Varenicline is a prescription medication, which usually means that people have to see a doctor to get it.'}",{'NCT03742154'},NCT03742154
,,,,mcc,FALSE,1,FALSE,FALSE,Intravesical Instillation Therapy With Bacillus Calmette-Guérin (BCG) and Sequential BCG and Electromotive Mitomycin-C (EMDA-MCC) in Patients With High-risk Non-muscle-invasive Bladder Carcinoma.,{'Intravesical Instillation Therapy With Bacillus Calmette-Guérin (BCG) and Sequential BCG and Electromotive Mitomycin-C (EMDA-MCC) in Patients With High-risk Non-muscle-invasive Bladder Carcinoma.'},{'NCT03664869'},NCT03664869
,,,,emda,FALSE,1,FALSE,FALSE,Intravesical Instillation Therapy With Bacillus Calmette-Guérin (BCG) and Sequential BCG and Electromotive Mitomycin-C (EMDA-MCC) in Patients With High-risk Non-muscle-invasive Bladder Carcinoma.,{'Intravesical Instillation Therapy With Bacillus Calmette-Guérin (BCG) and Sequential BCG and Electromotive Mitomycin-C (EMDA-MCC) in Patients With High-risk Non-muscle-invasive Bladder Carcinoma.'},{'NCT03664869'},NCT03664869
,,,,cigarettes,FALSE,1,FALSE,FALSE,This trial studies biomarkers obtained by bronchoscopy (bronchoalveolar lavage and lung brushings) to determine the effect of smoking e-cigarettes on the lungs.,{'This trial studies biomarkers obtained by bronchoscopy (bronchoalveolar lavage and lung brushings) to determine the effect of smoking e-cigarettes on the lungs.'},{'NCT03691350'},NCT03691350
,,,,e-cigarette,FALSE,1,FALSE,FALSE,The Effects of a Standardized Research E-Cigarette on the Human Lung: A Clinical Trial With Bronchoscopic Biomarkers.,{'The Effects of a Standardized Research E-Cigarette on the Human Lung: A Clinical Trial With Bronchoscopic Biomarkers.'},{'NCT03691350'},NCT03691350
,,,,111in]-fpi-1547,FALSE,1,FALSE,FALSE,"Assess changes in human growth hormone (hGh), insulin-like growth factor (IGF)-1 and insulin-like growth binding protein 3 (IGFBP-3) following [111In]-FPI-1547 and [225Ac]-FPI-1434 injections","{'Assess changes in human growth hormone (hGh), insulin-like growth factor (IGF)-1 and insulin-like growth binding protein 3 (IGFBP-3) following [111In]-FPI-1547 and [225Ac]-FPI-1434 injections', '1. Obtain preliminary data on tumour uptake of [111In]-FPI-1547 Injection in cancer patients 2.'}",{'NCT03746431'},NCT03746431
,,,,silver nitrate,FALSE,1,FALSE,FALSE,It is also to demonstrate the effectiveness of silver nitrate pleurodesis.,"{'It is also to demonstrate the effectiveness of silver nitrate pleurodesis.', 'Management Of Malignant Pleural Effusion With Indwelling Pleural Catheter Versus Silver Nitrate Pleurodesis.', 'It is also important to evaluate frequent adverse events of silver nitrate pleurodesis in patients with malignant pleural effusion'}",{'NCT03781908'},NCT03781908
,,,,[225ac]-fpi-1434,FALSE,1,FALSE,FALSE,Assess the effect of [225Ac]-FPI-1434 Injection on the QTc interval 7.,"{'Assess the effect of [225Ac]-FPI-1434 Injection on the QTc interval 7.', 'Estimate the dosimetry for [225Ac]-FPI-1434 Injection (whole body and individual regions) 5.', 'A Phase 1 Study of [225Ac]-FPI-1434 Injection in Patients With Advanced Solid Tumours.', 'Assess changes in human growth hormone (hGh), insulin-like growth factor (IGF)-1 and insulin-like growth binding protein 3 (IGFBP-3) following [111In]-FPI-1547 and [225Ac]-FPI-1434 injections', '1. Evaluate the safety and tolerability of [111In]-FPI-1547 Injection and [225Ac]-FPI-1434 Injection in patients with advanced refractory solid tumours 2.', 'Determine the maximum tolerated dose of a single [225Ac]-FPI-1434 Injection The secondary objectives are to:', 'Determine the pharmacokinetics of [111In]-FPI-1547 Injection and [225Ac]-FPI-1434 Injection 4.', 'Describe efficacy of [225Ac]-FPI-1434 Injection 6.'}",{'NCT03746431'},NCT03746431
,,,,[111in]-fpi-1547,FALSE,1,FALSE,FALSE,Determine the dosimetry of [111In]-FPI-1547 Injection (whole body and individual organs) 3.,"{'Determine the dosimetry of [111In]-FPI-1547 Injection (whole body and individual organs) 3.', 'Determine the pharmacokinetics of [111In]-FPI-1547 Injection and [225Ac]-FPI-1434 Injection 4.', '1. Evaluate the safety and tolerability of [111In]-FPI-1547 Injection and [225Ac]-FPI-1434 Injection in patients with advanced refractory solid tumours 2.'}",{'NCT03746431'},NCT03746431
,,,,bms-986213,FALSE,1,FALSE,FALSE,"A Randomized, Active-Controlled, Open-Label, Phase 2 Clinical Trial of BMS-986213, in Combination With Various Standard-of-Care Therapeutic Regimens, in Participants With Recurrent, Locally Advanced, or Metastatic Gastric Cancer (GC) or Gastroesophageal Junction (GEJ) Adenocarcinoma.","{'A Randomized, Active-Controlled, Open-Label, Phase 2 Clinical Trial of BMS-986213, in Combination With Various Standard-of-Care Therapeutic Regimens, in Participants With Recurrent, Locally Advanced, or Metastatic Gastric Cancer (GC) or Gastroesophageal Junction (GEJ) Adenocarcinoma.'}",{'NCT03704077'},NCT03704077
,,,,cx-188,FALSE,1,FALSE,FALSE,"The purpose of this first-in-human study of CX-188 is to characterize the safety, tolerability, pharmacokinetics (PK), and antitumor activity of CX-188 in adult subjects with metastatic or advanced unresectable solid tumors that progressed on standard therapy: PROCLAIM:","{'The purpose of this first-in-human study of CX-188 is to characterize the safety, tolerability, pharmacokinetics (PK), and antitumor activity of CX-188 in adult subjects with metastatic or advanced unresectable solid tumors that progressed on standard therapy: PROCLAIM:', 'PRObody Clinical Assessment in Man CX-188 clinical trial 001', 'A Phase 1, Open-Label, Dose-Ranging Study of the PD-1 Probody Therapeutic CX-188 in Adults With Recurrent or Metastatic Solid Tumors.'}",{'NCT03706274'},NCT03706274
,,,,capecitabin,FALSE,1,FALSE,FALSE,The investigators are going to test the efficacy and safety of bevacizumab plus S-1 as maintenance treatment compared with bevacizumab plus capecitabin in colorectal adenocarcinoma,"{'The investigators are going to test the efficacy and safety of bevacizumab plus S-1 as maintenance treatment compared with bevacizumab plus capecitabin in colorectal adenocarcinoma', 'Bevacizumab plus capecitabin is a standard maintenance treatment following first-line chemotherapy in the patients with advanced colorectal adenocarcinoma.', 'Bevacizumab Plus Capecitabin vs S-1 as Maintenance Treatment Following First-line Chemotherapy in the Patients With Advanced Colorectal Adenocarcinoma.', 'However, hand-foot syndrome induced by capecitabin will bother the patient to decrease the quality of life.'}",{'NCT03708536'},NCT03708536
,,,,sevacizumab,FALSE,1,TRUE,FALSE,"A Phase Ib, Dose Escalation Study to Assess the Safety, Tolerability, and Pharmacokinetics of Humanized Anti-VEGF Monoclonal Antibody(Sevacizumab) Injection Plus Chemotherapy in Chinese Patients With Platinum-Resistant Recurrent Ovarian Cancer.","{'A Phase Ib, Dose Escalation Study to Assess the Safety, Tolerability, and Pharmacokinetics of Humanized Anti-VEGF Monoclonal Antibody(Sevacizumab) Injection Plus Chemotherapy in Chinese Patients With Platinum-Resistant Recurrent Ovarian Cancer.', 'This is an open-label, multicenter, dose-escalation study designed to assess the safety, tolerability, and pharmacokinetics of Humanized Anti-VEGF Monoclonal Antibody (Sevacizumab) Injection in combination with Chemotherapy in Chinese patients with Platinum-Resistant Recurrent Ovarian Cancer.', 'Once the maximum tolerated dose (MTD of Sevacizumab has been established, additional patients will be enrolled in the cohort-expansion stage (Stage 2)'}",{'NCT03763123'},NCT03763123
