TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,nct_ids
1,"
",ct032,FALSE,1,FALSE,FALSE,{'NCT03994913'}
,1,car,FALSE,1,FALSE,FALSE,{'NCT03994913'}
,1,ct032 car-cd19 t,FALSE,1,FALSE,FALSE,{'NCT03994913'}
1,,enoxaparin,FALSE,1,FALSE,FALSE,{'NCT03988231'}
1,0,shr-1501,FALSE,1,FALSE,FALSE,{'NCT04025957'}
,1,nal-iri,FALSE,1,FALSE,FALSE,{'NCT04009876'}
,1,pdx,FALSE,1,FALSE,FALSE,{'NCT03979651'}
,1,immunochemotherapy,FALSE,1,FALSE,TRUE,{'NCT04010968'}
,1,blc2 inhibitors,FALSE,1,FALSE,FALSE,{'NCT04010968'}
1,0,tj107,FALSE,1,FALSE,FALSE,{'NCT04001075'}
1,0,cc-92480,FALSE,1,FALSE,FALSE,{'NCT03989414'}
,1,antitumor therapy,FALSE,1,FALSE,TRUE,{'NCT04006821'}
,1,innovative therapies,FALSE,1,FALSE,FALSE,{'NCT04002804'}
,1,autologous tumor,FALSE,1,FALSE,FALSE,{'NCT04002804'}
1,,chloroquine,FALSE,1,FALSE,FALSE,{'NCT03979651'}
,1,primary,TRUE,1,FALSE,FALSE,{'NCT03997643'}
,1,secondary targeted radiation therapy,FALSE,1,FALSE,TRUE,{'NCT03997643'}
,1,t,FALSE,1,FALSE,FALSE,{'NCT03984968'}
1,0,tak-079,FALSE,1,FALSE,FALSE,{'NCT03984097'}
,1,checkpoint inhibitors,FALSE,1,FALSE,FALSE,{'NCT04021420'}
,1,sonocloud®,FALSE,1,FALSE,FALSE,{'NCT04021420'}
1,,lidocaine,FALSE,1,FALSE,FALSE,{'NCT04003012'}
1,0,toriplimab,FALSE,1,TRUE,FALSE,{'NCT04012606'}
,1,first line therapy,FALSE,1,FALSE,TRUE,{'NCT04012606'}
1,,platinum（cisplatin,FALSE,1,FALSE,FALSE,{'NCT04012606'}
1,,carboplatin）,FALSE,1,FALSE,FALSE,{'NCT04012606'}
,1,backbone,FALSE,1,FALSE,FALSE,{'NCT03984097'}
,1,car t-cell therapy,FALSE,1,FALSE,TRUE,{'NCT04010877'}
,1,car-,FALSE,1,FALSE,FALSE,{'NCT03984968'}
,1,fcr,FALSE,1,FALSE,FALSE,{'NCT03980002'}
,1,based chemo,FALSE,1,FALSE,FALSE,{'NCT04019262'}
,1,pd-1 inhibitors,FALSE,1,FALSE,FALSE,{'NCT03986515'}
,1,ps101-mediated acoustic cluster therapy,FALSE,1,FALSE,TRUE,{'NCT04021277'}
1,0,131i-omburtamab,FALSE,1,TRUE,FALSE,{'NCT04022213'}
1,0,plx51107,FALSE,1,FALSE,FALSE,{'NCT04022785'}
1,"
",ft516,FALSE,1,FALSE,FALSE,{'NCT04023071'}
,1,hormone therapy,FALSE,1,FALSE,TRUE,{'NCT04023292'}
1,,yiv-960,FALSE,1,FALSE,FALSE,{'NCT04000737'}
1,,yiv-906,FALSE,1,FALSE,FALSE,{'NCT04000737'}
1,,phy906,FALSE,1,FALSE,FALSE,{'NCT04000737'}
,1,spray dried,FALSE,1,FALSE,FALSE,{'NCT04000737'}
,1,cd19 car-t consolidation therapy,FALSE,1,FALSE,TRUE,{'NCT03984968'}
1,"
",cd19 car-t therapy,FALSE,1,FALSE,TRUE,{'NCT03984968'}
,1,ad-rts-hil-,FALSE,1,FALSE,FALSE,{'NCT04006119'}
,1,ad-rts-hil,FALSE,1,FALSE,FALSE,{'NCT04006119'}
1,,veledimex,FALSE,1,FALSE,FALSE,{'NCT04006119'}
1,,libtayo®,FALSE,1,FALSE,FALSE,{'NCT04006119'}
,1,regimen,FALSE,1,FALSE,FALSE,{'NCT04022005'}
,1,salvage treatment,FALSE,1,FALSE,FALSE,{'NCT04022005'}
1,,rituximab、gemcitabine,FALSE,1,TRUE,FALSE,{'NCT04022005'}
,1,evaluating,FALSE,1,FALSE,FALSE,{'NCT03978663'}
,1,cue-101 monotherapy,FALSE,1,FALSE,TRUE,{'NCT03978689'}
1,,cue-101,FALSE,1,FALSE,FALSE,{'NCT03978689'}
,1,video,FALSE,1,FALSE,FALSE,{'NCT03985735'}
,1,ve,FALSE,1,FALSE,FALSE,{'NCT03994393'}
1,,rifampin,FALSE,1,FALSE,FALSE,{'NCT03994211'}
,1,nexavar®),FALSE,1,FALSE,FALSE,{'NCT04000737'}
,1,-t,FALSE,1,FALSE,FALSE,{'NCT04004637'}
